stationId,zipcode,lat,long
3604,11225,40.6630619,-73.9538746
3605,11106,40.7658346,-73.9265474
3606,11101,40.74252,-73.948852
3607,11106,40.7682,-73.9322662
3608,11101,40.7423737,-73.9566
3609,11106,40.7692475,-73.9354504
3610,11102,40.770845,-73.934171
3611,11101,40.7449067,-73.9534573
3612,11102,40.7703743,-73.9286078
3613,11101,40.745038,-73.957539
3614,11102,40.768692,-73.9249574
3615,11101,40.748,-73.9460927
3616,11103,40.7656251,-73.9136695
3617,11103,40.7671,-73.9169858
3618,11101,40.7485,-73.941275
3619,11102,40.7713615,-73.9246145
3620,11101,40.7519071,-73.9479119
3621,11102,40.7739825,-73.9309134
3622,10035,40.80756,-73.939182
3623,10027,40.8109494,-73.9634
3628,10026,40.8025566,-73.9490782
3629,10027,40.809495347779475,-73.94776493310928
3630,10026,40.8038654,-73.9559308
3637,11238,40.683238654603414,-73.96599590778351
3638,07310,40.7242941,-74.0354826
3639,07311,40.7192517,-74.034234
3640,07306,40.73367,-74.0625
3641,10010,40.74286877312112,-73.98918628692627
3646,11106,40.76315481910373,-73.93985509872437
3647,11101,40.74128309355993,-73.93725872039794
3648,11205,40.697950315695444,-73.97077560424805
3649,10027,40.814394437915816,-73.95324736833572
3654,11101,40.75186951421875,-73.93349289894103
3656,10009,40.72307749068673,-73.98583620786667
3658,10011,40.7435337324616,-74.00367558002472
