zoneId,zipcode,lat,long
52,11201,40.68663453995601,-73.99624986269436
53,11356,40.783231011221424,-73.85106872118371
54,11231,40.68743888715539,-74.00377256980006
55,11224,40.575375010573566,-73.98797025533877
56,11368,40.74070864628908,-73.8566452972221
57,11368,40.752179517489864,-73.85340724526915
58,10465,40.84398405093029,-73.81521431861985
59,10457,40.83793390634175,-73.89513266605789
60,10460,40.83524346368689,-73.88345723966148
61,11213,40.67505931610533,-73.93562854453427
62,11225,40.66624785150982,-73.94661028493434
63,11208,40.68093210854842,-73.88466926014966
64,11364,40.762622446043814,-73.74863751846058
65,11201,40.69583468122497,-73.98522382641345
66,11201,40.70311637522517,-73.98773678639242
67,11228,40.61731800481527,-74.01507748955645
68,10001,40.74836535418444,-74.00053182122053
69,10456,40.830606479134595,-73.91515030504536
70,11369,40.76329176849793,-73.86593289761461
71,11203,40.64263620776039,-73.93599878382167
72,11203,40.65252811549584,-73.9214932159106
73,11358,40.75297459426245,-73.8072938266086
74,10035,40.804553402940336,-73.93401238680826
75,10029,40.788231446939506,-73.94188405483975
76,11239,40.65478115284206,-73.87552927013898
77,11207,40.667023942390124,-73.89483428828116
78,10460,40.84373180507179,-73.8811560843695
79,10003,40.72684925372209,-73.98653350125853
80,11211,40.71503249658169,-73.93082072930035
81,10475,40.8816264376178,-73.8310506517042
82,11373,40.73717637684608,-73.87957134970117
83,11377,40.737860065408746,-73.89288815038456
84,10309,40.52051513058277,-74.19258887038707
85,11226,40.64560869754807,-73.9519789377499
86,11691,40.60271167132976,-73.7575536491692
87,10005,40.70461899917421,-74.0055606934442
88,10004,40.701256554736574,-74.01182004674351
89,11226,40.636970431088045,-73.96215653417234
90,10011,40.742331673618565,-73.99680423131028
91,11234,40.62805175111337,-73.9294353287298
92,11354,40.76022364470015,-73.82766815898349
93,11355,40.747493323315574,-73.84587868521557
94,10458,40.85863959719307,-73.89891578915487
95,11375,40.7211818199114,-73.84477419135546
96,11421,40.69977321207818,-73.86430689386223
97,11201,40.69153874839144,-73.97768694887377
98,11366,40.73193758268648,-73.7749455960823
99,10309,40.56821207778407,-74.2032127163303
100,10018,40.75350872373346,-73.98877525283326
101,11004,40.74646731996886,-73.71570547938511
102,11385,40.70177357715397,-73.87719619439744
103,07305,40.69033362687001,-74.04581220176307
104,07305,40.69944069518706,-74.0406064650567
105,10004,40.68999979519452,-74.01695931828858
106,11215,40.673742355966034,-73.99193867276395
107,10003,40.73680241812141,-73.9843034578181
108,11214,40.58652338717982,-73.98868278050118
109,10308,40.543030911317594,-74.14351411484174
110,10306,40.54034782694057,-74.13000121195834
111,11218,40.65291843682338,-73.99055299168285
112,11222,40.734382061052756,-73.95050827031264
113,10003,40.732028015150235,-73.99428130633322
114,10012,40.72771843131082,-73.99707092146335
115,10304,40.618881252945386,-74.08449197206569
116,10031,40.827916409225104,-73.95083558895938
117,11692,40.59682541462706,-73.79131938485818
118,10314,40.58850564307951,-74.12846822069558
119,10452,40.83788802604854,-73.92627484677286
120,10032,40.84482182817063,-73.9313464694466
121,11365,40.72831224225955,-73.80538841304579
122,11423,40.710357059287,-73.76408823127993
123,11223,40.59808606615505,-73.96475326717493
124,11414,40.655344635847165,-73.84737195529189
125,10013,40.725720632500725,-74.00901157213832
126,10474,40.80731975593586,-73.889135708276
127,10034,40.86258474854644,-73.91749112485392
128,10034,40.87464950307498,-73.92137664582432
129,11370,40.75944050634425,-73.88724134352871
130,11433,40.70612049403935,-73.79059174815382
131,11432,40.71953646455741,-73.77782579822599
132,11430,40.63905688387521,-73.78372617620467
133,11218,40.64064303022733,-73.97648763649326
134,11415,40.70853621153696,-73.83166818495074
135,11367,40.72783427265414,-73.82084186376846
136,10468,40.86510612446572,-73.9078101004066
137,10010,40.73787215332474,-73.97382941880038
138,11371,40.774603257126934,-73.87282432303392
139,11413,40.67662947046385,-73.74509864131396
140,10065,40.763987553852964,-73.95567783282384
141,10065,40.76572829338748,-73.96008125273576
142,10023,40.77135861722919,-73.98230619073746
143,10069,40.77637001879091,-73.99011712042605
144,10013,40.721084046356424,-73.99669788971045
145,11101,40.74250124854405,-73.95489815778913
146,11101,40.75317921267872,-73.93577632037304
147,10459,40.81962060483918,-73.89861728675747
148,10002,40.71823855903796,-73.9913159924637
149,11229,40.605493823300854,-73.94647028709993
150,11235,40.58124084954503,-73.9412480002194
151,10025,40.79946797737082,-73.97111420247052
152,10031,40.81961951977147,-73.95615489985013
153,10463,40.87456415993249,-73.91184074484222
154,11234,40.59456269912609,-73.91474079933418
155,11234,40.61324363880087,-73.9019965718462
156,10303,40.64078546634195,-74.17392071493526
157,11378,40.723461708678244,-73.90393878894345
158,10014,40.73686616033814,-74.01050190633181
159,10455,40.81987556880297,-73.91346199055397
160,11379,40.71931408997702,-73.88304646512691
161,10017,40.757819013066786,-73.97740377662153
162,10022,40.75654467385844,-73.97265398079159
163,10019,40.765507598880696,-73.97869636116272
164,10001,40.74864668371682,-73.9847758377999
165,11230,40.621636210155344,-73.95820055053838
166,10027,40.81063805613906,-73.9636719307062
167,10456,40.82563608759083,-73.9050699422499
168,10454,40.80422772872743,-73.9120344675134
169,10457,40.84806113794134,-73.90646131863744
170,10016,40.74750233413824,-73.97841519591061
171,11354,40.76803104597504,-73.80770327670821
172,10306,40.568893144550515,-74.10472014986362
173,11368,40.754123162810025,-73.86154059440533
174,10467,40.878628095531866,-73.88204831154191
175,11364,40.74358631567972,-73.75525431717736
176,10306,40.564512645426305,-74.1213569371088
177,11233,40.67705837889105,-73.91208699822009
178,11230,40.617733090743506,-73.97151426311257
179,11102,40.772337295116266,-73.93009409529402
180,11417,40.676237496730536,-73.84860107377223
181,11215,40.67077536838427,-73.98069986073772
182,10462,40.83714900701553,-73.85870121193214
183,10461,40.84945315113674,-73.83102428240838
184,10464,40.86221844576644,-73.79654054470498
185,10461,40.8543431175702,-73.85305527258903
186,10001,40.748722364110286,-73.99204405908685
187,10302,40.63267752734856,-74.13613452840853
188,11225,40.65867882141952,-73.94798680332943
189,11238,40.67675327649218,-73.9682238127999
190,11225,40.66105423997691,-73.9726307272483
191,11428,40.716896364675165,-73.74248668225974
192,11355,40.74403691438622,-73.81461993852933
193,11106,40.76268411860847,-73.93912645639503
194,10035,40.79180186867631,-73.92578179271183
195,11231,40.67441841193744,-74.01304584488177
196,11374,40.72615056112432,-73.8640102392376
197,11418,40.69542648360085,-73.82904266085802
198,11385,40.707299254145326,-73.9041467172891
199,11370,40.79347895622828,-73.88066682222254
200,10471,40.89892311245699,-73.90823915356602
201,11694,40.57872876417293,-73.83830211695874
202,10044,40.761709392507385,-73.95027209919725
203,11422,40.64406098390424,-73.74494172651306
204,10309,40.53984675933127,-74.20887317799989
205,11412,40.69282918351945,-73.76426256985701
206,10301,40.64054547985428,-74.09996726289846
207,11103,40.76384011332128,-73.89758550407264
208,10465,40.820150379245845,-73.8148460677173
209,10038,40.70824048905299,-74.00224282176653
210,11229,40.589999819409236,-73.93013915535771
211,10012,40.7236084045143,-74.00220804078941
212,10472,40.82800743082052,-73.86803455388515
213,10473,40.81534705591517,-73.85038417680059
214,10305,40.583898016949206,-74.07928199050194
215,11433,40.69469139365647,-73.79217252984762
216,11420,40.67639535379505,-73.8171895173061
217,11211,40.70401202786449,-73.95806932173411
218,11434,40.67291124659911,-73.77283721474463
219,11434,40.661937521660555,-73.77044504604301
220,10463,40.88226413124604,-73.9121093661801
221,10304,40.62041787694323,-74.07218477095516
222,11239,40.644765481797776,-73.88413878535285
223,11105,40.782073115105916,-73.89569248835166
224,10009,40.731600464388926,-73.97432050813848
225,11221,40.688764985884745,-73.93054653824703
226,11378,40.72698184643774,-73.92584979709152
227,11220,40.63972715213807,-74.00701414998983
228,11232,40.655455250727684,-74.01197295742183
229,10022,40.755795234483095,-73.96432968719058
230,10036,40.75973870209902,-73.9843355087096
231,10013,40.718801454291494,-74.00988458607944
232,10002,40.71355946217645,-73.98299528641367
233,10016,40.746272936734925,-73.96958288849443
234,10003,40.73940139700435,-73.99013421239572
235,10453,40.854094571998736,-73.91719601800791
236,10028,40.78039361885097,-73.95712546782346
237,10065,40.76858686094171,-73.96565641814574
238,10025,40.79250434267557,-73.97416131914964
239,10024,40.78476047165467,-73.98325609728839
240,10467,40.890771573773705,-73.87909701541649
241,10468,40.875271621816225,-73.89603088336705
242,10461,40.848514377412954,-73.84928268612737
243,10033,40.8573441945259,-73.9375335795764
244,10032,40.84282679306848,-73.94326310875735
245,10301,40.63229597301037,-74.10383419775945
246,10011,40.75007131408684,-74.00812086812901
247,10452,40.83016958724412,-73.92413871292054
248,10472,40.834815440557485,-73.873748404241
249,10014,40.73392763650591,-74.00309532229262
250,10462,40.8343225090627,-73.84495907857952
251,10314,40.61643300747699,-74.12605040650944
252,11357,40.795095536911546,-73.8149865580502
253,11368,40.761998072355276,-73.84224798360003
254,10467,40.882416140646605,-73.85910574922369
255,11249,40.71960978799035,-73.96167178953174
256,11249,40.71071674995305,-73.96297434558552
257,11218,40.65599297679532,-73.97841416485075
258,11421,40.6876246035954,-73.8548230531037
259,10470,40.900062565276286,-73.85364625396143
260,11377,40.74638563882694,-73.90592275601841
261,10006,40.70749064431338,-74.0139926844492
262,10128,40.77832235482121,-73.94348573224534
263,10128,40.77928071952318,-73.95011223806515
